,student_id,email,name,surname,gender,age,programme,year,category_id,category
104,105,isidorovillar@edem.es,Isidoro,Villar,male,18,BBA in Business Administration,1,"[1, 11, 10, 13]","['Marketing', 'Networking', 'Economy', 'Design']"
105,106,jaimecarrillo@edem.es,Jaime,Carrillo,male,19,BBA in Business Administration,4,"[6, 5, 9, 1, 14, 7, 2, 4]","['Entrepreneurship', 'Tech', 'Sport', 'Marketing', 'Music', 'Artificial Intelligence', 'Finance and Investment', 'Business Management']"
106,107,duiliogomila@edem.es,Duilio,Gomila,male,20,BSc in Engineering and Management,2,"[15, 2, 11, 3]","['HR', 'Finance and Investment', 'Networking', 'Management Skills']"
107,108,amílcarneira@edem.es,Amílcar,Neira,male,18,BBA in Business Administration,2,"[10, 9, 12, 5, 7, 8, 11, 4, 16, 13, 2, 15, 6, 3, 1, 14]","['Economy', 'Sport', 'Sustainability', 'Tech', 'Artificial Intelligence', 'Crypto', 'Networking', 'Business Management', 'Employment', 'Design', 'Finance and Investment', 'HR', 'Entrepreneurship', 'Management Skills', 'Marketing', 'Music']"
108,109,agustíngrau@edem.es,Agustín,Grau,male,18,BBA in Business Administration,2,"[14, 6, 13, 9, 5, 1, 12, 10, 8]","['Music', 'Entrepreneurship', 'Design', 'Sport', 'Tech', 'Marketing', 'Sustainability', 'Economy', 'Crypto']"
109,110,maritagiménez@edem.es,Marita,Giménez,female,28,Bootcamp Data Science,1,"[15, 9, 8, 6, 13]","['HR', 'Sport', 'Crypto', 'Entrepreneurship', 'Design']"
110,111,adelaidabelda@edem.es,Adelaida,Belda,female,23,Master Finance,1,"[15, 16, 6, 4, 12, 13, 10, 7, 11, 9, 8, 1, 3]","['HR', 'Employment', 'Entrepreneurship', 'Business Management', 'Sustainability', 'Design', 'Economy', 'Artificial Intelligence', 'Networking', 'Sport', 'Crypto', 'Marketing', 'Management Skills']"
111,112,paulinobarral@edem.es,Paulino,Barral,male,21,BBA in Business Administration,1,"[13, 7, 11, 16, 14, 3, 8, 1, 12, 5, 15, 10, 9, 2, 4, 6]","['Design', 'Artificial Intelligence', 'Networking', 'Employment', 'Music', 'Management Skills', 'Crypto', 'Marketing', 'Sustainability', 'Tech', 'HR', 'Economy', 'Sport', 'Finance and Investment', 'Business Management', 'Entrepreneurship']"
112,113,crescenciabauzà@edem.es,Crescencia,Bauzà,female,19,BBA in Business Administration,2,[5],['Tech']
113,114,yolandaangulo@edem.es,Yolanda,Angulo,female,18,BSc in Engineering and Management,3,"[5, 2, 8, 13, 16, 6, 10, 7, 15, 9, 3, 12, 4, 14]","['Tech', 'Finance and Investment', 'Crypto', 'Design', 'Employment', 'Entrepreneurship', 'Economy', 'Artificial Intelligence', 'HR', 'Sport', 'Management Skills', 'Sustainability', 'Business Management', 'Music']"
114,115,titomurillo@edem.es,Tito,Murillo,male,27,MBA Junior,1,"[2, 10, 16, 4, 11, 12, 5, 13, 14, 9, 1, 6, 7, 15, 8, 3]","['Finance and Investment', 'Economy', 'Employment', 'Business Management', 'Networking', 'Sustainability', 'Tech', 'Design', 'Music', 'Sport', 'Marketing', 'Entrepreneurship', 'Artificial Intelligence', 'HR', 'Crypto', 'Management Skills']"
115,116,andrésfelipevilaplana@edem.es,Andrés Felipe,Vilaplana,male,26,Master Finance,1,"[11, 13]","['Networking', 'Design']"
116,117,diegolopez@edem.es,Diego,Lopez,male,18,BBA in Business Administration,1,"[10, 6]","['Economy', 'Entrepreneurship']"
117,118,nayaratorralba@edem.es,Nayara,Torralba,female,18,BBA in Business Administration,4,"[14, 3, 4, 9, 7, 10, 15, 11, 13, 1, 5, 16]","['Music', 'Management Skills', 'Business Management', 'Sport', 'Artificial Intelligence', 'Economy', 'HR', 'Networking', 'Design', 'Marketing', 'Tech', 'Employment']"
118,119,custodiocatalán@edem.es,Custodio,Catalán,male,19,BBA in Business Administration,3,"[16, 15, 10, 3, 4, 8, 5, 11]","['Employment', 'HR', 'Economy', 'Management Skills', 'Business Management', 'Crypto', 'Tech', 'Networking']"
119,120,porfiriosuárez@edem.es,Porfirio,Suárez,male,19,BSc in Engineering and Management,3,"[1, 15, 13, 8, 5, 11, 9, 3, 2]","['Marketing', 'HR', 'Design', 'Crypto', 'Tech', 'Networking', 'Sport', 'Management Skills', 'Finance and Investment']"
120,121,domingosuárez@edem.es,Domingo,Suárez,male,24,Master Marketing and Digital Sales,1,"[12, 10, 5, 11, 7, 14, 8, 13, 4, 15, 16, 1, 2, 6, 3]","['Sustainability', 'Economy', 'Tech', 'Networking', 'Artificial Intelligence', 'Music', 'Crypto', 'Design', 'Business Management', 'HR', 'Employment', 'Marketing', 'Finance and Investment', 'Entrepreneurship', 'Management Skills']"
121,122,sanchoramírez@edem.es,Sancho,Ramírez,male,18,BBA in Business Administration,3,"[10, 1, 14, 11, 7, 5, 15, 16, 8, 12]","['Economy', 'Marketing', 'Music', 'Networking', 'Artificial Intelligence', 'Tech', 'HR', 'Employment', 'Crypto', 'Sustainability']"
122,123,claudiobusquets@edem.es,Claudio,Busquets,male,25,Master Marketing and Digital Sales,1,"[8, 10, 13, 6, 4, 11, 12, 5, 3, 14]","['Crypto', 'Economy', 'Design', 'Entrepreneurship', 'Business Management', 'Networking', 'Sustainability', 'Tech', 'Management Skills', 'Music']"
123,124,atiliorosa@edem.es,Atilio,Rosa,male,18,BBA in Business Administration,3,"[2, 5, 13, 8]","['Finance and Investment', 'Tech', 'Design', 'Crypto']"
124,125,galoroda@edem.es,Galo,Roda,male,18,BSc in Engineering and Management,1,"[12, 16]","['Sustainability', 'Employment']"
125,126,hernánsolera@edem.es,Hernán,Solera,male,21,BBA in Business Administration,1,"[3, 15, 5, 6, 12]","['Management Skills', 'HR', 'Tech', 'Entrepreneurship', 'Sustainability']"
126,127,tonibalaguer@edem.es,Toni,Balaguer,male,19,BSc in Engineering and Management,1,"[6, 4, 3, 13, 9, 16, 12, 10, 5, 7, 2, 14, 15, 11]","['Entrepreneurship', 'Business Management', 'Management Skills', 'Design', 'Sport', 'Employment', 'Sustainability', 'Economy', 'Tech', 'Artificial Intelligence', 'Finance and Investment', 'Music', 'HR', 'Networking']"
127,128,nicodemocabello@edem.es,Nicodemo,Cabello,male,24,MBA Junior,1,"[4, 8, 2, 3, 16, 11, 7, 9, 6, 1, 12]","['Business Management', 'Crypto', 'Finance and Investment', 'Management Skills', 'Employment', 'Networking', 'Artificial Intelligence', 'Sport', 'Entrepreneurship', 'Marketing', 'Sustainability']"
128,129,américoquevedo@edem.es,Américo,Quevedo,male,25,Master Finance,1,[9],['Sport']
129,130,prudencionicolau@edem.es,Prudencio,Nicolau,male,24,Master Data Analytics,1,"[15, 6, 11, 12]","['HR', 'Entrepreneurship', 'Networking', 'Sustainability']"
130,131,rosalíacanales@edem.es,Rosalía,Canales,female,21,BBA in Business Administration,1,"[13, 14, 11, 6, 2, 15, 4, 8, 1]","['Design', 'Music', 'Networking', 'Entrepreneurship', 'Finance and Investment', 'HR', 'Business Management', 'Crypto', 'Marketing']"
131,132,edelmirofeliu@edem.es,Edelmiro,Feliu,male,20,BSc in Engineering and Management,1,"[8, 11, 2, 15, 16, 5, 7, 14, 3, 1, 10]","['Crypto', 'Networking', 'Finance and Investment', 'HR', 'Employment', 'Tech', 'Artificial Intelligence', 'Music', 'Management Skills', 'Marketing', 'Economy']"
132,133,claudiosanabria@edem.es,Claudio,Sanabria,male,27,Master Finance,1,"[16, 2, 15, 4, 9, 3, 7, 8, 6, 12]","['Employment', 'Finance and Investment', 'HR', 'Business Management', 'Sport', 'Management Skills', 'Artificial Intelligence', 'Crypto', 'Entrepreneurship', 'Sustainability']"
133,134,buenaventuraroca@edem.es,Buenaventura,Roca,male,42,Bootcamp Data Science,1,"[5, 15, 7, 11, 2, 8, 10, 14, 16, 1, 6, 3, 12, 4]","['Tech', 'HR', 'Artificial Intelligence', 'Networking', 'Finance and Investment', 'Crypto', 'Economy', 'Music', 'Employment', 'Marketing', 'Entrepreneurship', 'Management Skills', 'Sustainability', 'Business Management']"
134,135,ciriacolopez@edem.es,Ciriaco,Lopez,male,18,BSc in Engineering and Management,1,"[8, 14, 6, 2, 11, 15, 9, 12, 1, 4, 3, 13, 16, 5, 7]","['Crypto', 'Music', 'Entrepreneurship', 'Finance and Investment', 'Networking', 'HR', 'Sport', 'Sustainability', 'Marketing', 'Business Management', 'Management Skills', 'Design', 'Employment', 'Tech', 'Artificial Intelligence']"
135,136,jerónimoiborra@edem.es,Jerónimo,Iborra,male,19,BBA in Business Administration,2,"[1, 16, 13, 6, 4, 3, 10]","['Marketing', 'Employment', 'Design', 'Entrepreneurship', 'Business Management', 'Management Skills', 'Economy']"
136,137,trinidadbenet@edem.es,Trinidad,Benet,female,19,BSc in Engineering and Management,1,"[3, 14, 13, 9, 4, 10, 12]","['Management Skills', 'Music', 'Design', 'Sport', 'Business Management', 'Economy', 'Sustainability']"
137,138,isauracabañas@edem.es,Isaura,Cabañas,female,27,Master Marketing and Digital Sales,1,"[11, 13, 3, 15, 10, 1, 5, 14]","['Networking', 'Design', 'Management Skills', 'HR', 'Economy', 'Marketing', 'Tech', 'Music']"
138,139,amadoralcolea@edem.es,Amador,Alcolea,male,23,Master Marketing and Digital Sales,1,"[9, 13, 3, 2, 11]","['Sport', 'Design', 'Management Skills', 'Finance and Investment', 'Networking']"
139,140,arturoguzmán@edem.es,Arturo,Guzmán,male,19,BSc in Engineering and Management,2,[5],['Tech']
140,141,celsoramos@edem.es,Celso,Ramos,male,18,BBA in Business Administration,2,[12],['Sustainability']
141,142,josecarlosteruel@edem.es,Jose Carlos,Teruel,male,19,BBA in Business Administration,3,"[11, 1, 3, 5, 15, 14, 7, 9]","['Networking', 'Marketing', 'Management Skills', 'Tech', 'HR', 'Music', 'Artificial Intelligence', 'Sport']"
142,143,custodioquero@edem.es,Custodio,Quero,male,18,BBA in Business Administration,1,"[3, 8, 15, 13]","['Management Skills', 'Crypto', 'HR', 'Design']"
143,144,vitobarral@edem.es,Vito,Barral,male,27,Master Finance,1,"[4, 8, 9, 16, 10, 1, 14, 5, 15, 6, 11, 7]","['Business Management', 'Crypto', 'Sport', 'Employment', 'Economy', 'Marketing', 'Music', 'Tech', 'HR', 'Entrepreneurship', 'Networking', 'Artificial Intelligence']"
144,145,caridadpinilla@edem.es,Caridad,Pinilla,female,18,BBA in Business Administration,2,"[13, 7, 11, 2, 8, 12, 16, 10, 6, 5, 9, 1, 14, 4, 3, 15]","['Design', 'Artificial Intelligence', 'Networking', 'Finance and Investment', 'Crypto', 'Sustainability', 'Employment', 'Economy', 'Entrepreneurship', 'Tech', 'Sport', 'Marketing', 'Music', 'Business Management', 'Management Skills', 'HR']"
145,146,abrilportero@edem.es,Abril,Portero,female,18,BSc in Engineering and Management,4,"[15, 9, 10, 7, 2, 12, 16, 4, 13, 14]","['HR', 'Sport', 'Economy', 'Artificial Intelligence', 'Finance and Investment', 'Sustainability', 'Employment', 'Business Management', 'Design', 'Music']"
146,147,eligiosanz@edem.es,Eligio,Sanz,male,21,BBA in Business Administration,3,"[14, 6, 16, 8, 7, 12, 2, 15]","['Music', 'Entrepreneurship', 'Employment', 'Crypto', 'Artificial Intelligence', 'Sustainability', 'Finance and Investment', 'HR']"
147,148,eloísarocha@edem.es,Eloísa,Rocha,female,20,BBA in Business Administration,4,"[11, 16, 5, 6, 3, 15, 8, 2, 9, 7, 1, 13, 4, 14]","['Networking', 'Employment', 'Tech', 'Entrepreneurship', 'Management Skills', 'HR', 'Crypto', 'Finance and Investment', 'Sport', 'Artificial Intelligence', 'Marketing', 'Design', 'Business Management', 'Music']"
148,149,pablotorrecilla@edem.es,Pablo,Torrecilla,male,18,BSc in Engineering and Management,4,"[5, 9, 1, 10, 15, 12, 6, 2, 7, 3, 13, 4]","['Tech', 'Sport', 'Marketing', 'Economy', 'HR', 'Sustainability', 'Entrepreneurship', 'Finance and Investment', 'Artificial Intelligence', 'Management Skills', 'Design', 'Business Management']"
149,150,casemirofalcó@edem.es,Casemiro,Falcó,male,19,BBA in Business Administration,1,"[10, 16]","['Economy', 'Employment']"
150,151,eusebiogelabert@edem.es,Eusebio,Gelabert,male,32,Bootcamp Cybersecurity,1,"[12, 2, 10, 9, 4, 3, 8, 16, 15, 11]","['Sustainability', 'Finance and Investment', 'Economy', 'Sport', 'Business Management', 'Management Skills', 'Crypto', 'Employment', 'HR', 'Networking']"
151,152,ambrosiobarrera@edem.es,Ambrosio,Barrera,male,18,BBA in Business Administration,4,"[4, 13, 5, 10, 16, 7, 9, 15, 1, 14, 6, 3]","['Business Management', 'Design', 'Tech', 'Economy', 'Employment', 'Artificial Intelligence', 'Sport', 'HR', 'Marketing', 'Music', 'Entrepreneurship', 'Management Skills']"
152,153,raúlmir@edem.es,Raúl,Mir,male,21,BBA in Business Administration,2,[6],['Entrepreneurship']
153,154,amparoayllón@edem.es,Amparo,Ayllón,female,20,BBA in Business Administration,2,"[10, 15, 6, 14, 1, 3, 11, 7, 2]","['Economy', 'HR', 'Entrepreneurship', 'Music', 'Marketing', 'Management Skills', 'Networking', 'Artificial Intelligence', 'Finance and Investment']"
154,155,marisoltapia@edem.es,Marisol,Tapia,female,18,BSc in Engineering and Management,2,"[1, 2, 12, 9, 4]","['Marketing', 'Finance and Investment', 'Sustainability', 'Sport', 'Business Management']"
155,156,lidiacriado@edem.es,Lidia,Criado,female,19,BBA in Business Administration,1,"[14, 8, 6, 3, 16, 5, 12, 2, 1, 9, 7, 11, 15]","['Music', 'Crypto', 'Entrepreneurship', 'Management Skills', 'Employment', 'Tech', 'Sustainability', 'Finance and Investment', 'Marketing', 'Sport', 'Artificial Intelligence', 'Networking', 'HR']"
156,157,ambrosioverdejo@edem.es,Ambrosio,Verdejo,male,19,BBA in Business Administration,1,"[9, 8, 11]","['Sport', 'Crypto', 'Networking']"
157,158,anitaestevez@edem.es,Anita,Estevez,female,18,BBA in Business Administration,3,"[16, 10, 8, 7, 5, 4, 9, 2, 6, 11, 1, 3, 13, 12]","['Employment', 'Economy', 'Crypto', 'Artificial Intelligence', 'Tech', 'Business Management', 'Sport', 'Finance and Investment', 'Entrepreneurship', 'Networking', 'Marketing', 'Management Skills', 'Design', 'Sustainability']"
158,159,anastasiabayo@edem.es,Anastasia,Bayo,female,19,BBA in Business Administration,1,"[2, 4, 7, 10, 1, 12, 15, 5, 13, 14]","['Finance and Investment', 'Business Management', 'Artificial Intelligence', 'Economy', 'Marketing', 'Sustainability', 'HR', 'Tech', 'Design', 'Music']"
159,160,nicolásgutierrez@edem.es,Nicolás,Gutierrez,male,19,BSc in Engineering and Management,4,"[9, 5, 6, 2, 1]","['Sport', 'Tech', 'Entrepreneurship', 'Finance and Investment', 'Marketing']"
160,161,gracianacarretero@edem.es,Graciana,Carretero,female,19,BSc in Engineering and Management,1,"[14, 3, 15, 7, 9, 4, 12, 10, 6, 1, 11, 13, 8, 5, 2, 16]","['Music', 'Management Skills', 'HR', 'Artificial Intelligence', 'Sport', 'Business Management', 'Sustainability', 'Economy', 'Entrepreneurship', 'Marketing', 'Networking', 'Design', 'Crypto', 'Tech', 'Finance and Investment', 'Employment']"
161,162,victorhoz@edem.es,Victor,Hoz,male,19,BBA in Business Administration,3,"[14, 10, 7, 12, 11, 16, 5, 2, 13, 1, 3]","['Music', 'Economy', 'Artificial Intelligence', 'Sustainability', 'Networking', 'Employment', 'Tech', 'Finance and Investment', 'Design', 'Marketing', 'Management Skills']"
162,163,luismiguelariño@edem.es,Luis Miguel,Ariño,male,18,BBA in Business Administration,1,"[15, 14, 12, 6, 2, 7]","['HR', 'Music', 'Sustainability', 'Entrepreneurship', 'Finance and Investment', 'Artificial Intelligence']"
163,164,martínbilbao@edem.es,Martín,Bilbao,male,26,MBA Junior,1,"[8, 7, 10, 15]","['Crypto', 'Artificial Intelligence', 'Economy', 'HR']"
164,165,hugoyáñez@edem.es,Hugo,Yáñez,male,27,Master Finance,1,"[13, 14, 5]","['Design', 'Music', 'Tech']"
165,166,estelajulián@edem.es,Estela,Julián,female,18,BSc in Engineering and Management,1,"[8, 6, 13, 3, 2, 9, 12, 11, 4, 7, 14]","['Crypto', 'Entrepreneurship', 'Design', 'Management Skills', 'Finance and Investment', 'Sport', 'Sustainability', 'Networking', 'Business Management', 'Artificial Intelligence', 'Music']"
166,167,cristianmiralles@edem.es,Cristian,Miralles,male,18,BBA in Business Administration,1,"[5, 4, 2, 3, 16, 15, 13, 10, 14, 8, 6, 11]","['Tech', 'Business Management', 'Finance and Investment', 'Management Skills', 'Employment', 'HR', 'Design', 'Economy', 'Music', 'Crypto', 'Entrepreneurship', 'Networking']"
167,168,dimaslara@edem.es,Dimas,Lara,male,21,BBA in Business Administration,4,"[15, 11, 10, 16, 13, 14, 6, 12, 3, 4, 1, 7, 5, 8, 2]","['HR', 'Networking', 'Economy', 'Employment', 'Design', 'Music', 'Entrepreneurship', 'Sustainability', 'Management Skills', 'Business Management', 'Marketing', 'Artificial Intelligence', 'Tech', 'Crypto', 'Finance and Investment']"
168,169,gertrudiscastro@edem.es,Gertrudis,Castro,female,20,BSc in Engineering and Management,4,"[2, 6, 9, 16, 5, 8, 11, 1, 14]","['Finance and Investment', 'Entrepreneurship', 'Sport', 'Employment', 'Tech', 'Crypto', 'Networking', 'Marketing', 'Music']"
169,170,nicomarín@edem.es,Nico,Marín,male,20,BSc in Engineering and Management,2,"[10, 2, 11, 15, 16, 12, 9, 7, 8, 5, 14, 1]","['Economy', 'Finance and Investment', 'Networking', 'HR', 'Employment', 'Sustainability', 'Sport', 'Artificial Intelligence', 'Crypto', 'Tech', 'Music', 'Marketing']"
170,171,jenaromolina@edem.es,Jenaro,Molina,male,26,MBA Junior,1,"[7, 6, 10, 8, 9, 3, 1, 13, 2, 16, 11, 14, 12, 5, 15]","['Artificial Intelligence', 'Entrepreneurship', 'Economy', 'Crypto', 'Sport', 'Management Skills', 'Marketing', 'Design', 'Finance and Investment', 'Employment', 'Networking', 'Music', 'Sustainability', 'Tech', 'HR']"
171,172,áureabelmonte@edem.es,Áurea,Belmonte,female,18,BBA in Business Administration,3,"[15, 9, 16, 10, 3, 6, 11, 5, 7, 4, 12, 14, 1, 13, 2]","['HR', 'Sport', 'Employment', 'Economy', 'Management Skills', 'Entrepreneurship', 'Networking', 'Tech', 'Artificial Intelligence', 'Business Management', 'Sustainability', 'Music', 'Marketing', 'Design', 'Finance and Investment']"
172,173,adalbertosedano@edem.es,Adalberto,Sedano,male,18,BBA in Business Administration,2,"[11, 2, 9]","['Networking', 'Finance and Investment', 'Sport']"
173,174,maríaángelescabo@edem.es,María Ángeles,Cabo,female,25,Master Marketing and Digital Sales,1,"[10, 5, 12, 11, 16, 3, 6, 2, 13, 8, 7, 4, 9]","['Economy', 'Tech', 'Sustainability', 'Networking', 'Employment', 'Management Skills', 'Entrepreneurship', 'Finance and Investment', 'Design', 'Crypto', 'Artificial Intelligence', 'Business Management', 'Sport']"
174,175,angelinogarcés@edem.es,Angelino,Garcés,male,26,Master Marketing and Digital Sales,1,"[10, 9, 7]","['Economy', 'Sport', 'Artificial Intelligence']"
175,176,lilialara@edem.es,Lilia,Lara,female,20,BSc in Engineering and Management,4,"[5, 11, 12, 14, 15, 9, 2, 7, 6, 1, 3]","['Tech', 'Networking', 'Sustainability', 'Music', 'HR', 'Sport', 'Finance and Investment', 'Artificial Intelligence', 'Entrepreneurship', 'Marketing', 'Management Skills']"
176,177,blasoller@edem.es,Blas,Oller,male,21,BSc in Engineering and Management,2,"[6, 4, 16, 13, 8, 15, 11, 3, 9, 1]","['Entrepreneurship', 'Business Management', 'Employment', 'Design', 'Crypto', 'HR', 'Networking', 'Management Skills', 'Sport', 'Marketing']"
177,178,verabayona@edem.es,Vera,Bayona,female,18,BBA in Business Administration,2,"[4, 9, 13, 15, 12, 14, 1, 6, 3, 5]","['Business Management', 'Sport', 'Design', 'HR', 'Sustainability', 'Music', 'Marketing', 'Entrepreneurship', 'Management Skills', 'Tech']"
178,179,valeriohidalgo@edem.es,Valerio,Hidalgo,male,18,BBA in Business Administration,2,"[5, 3, 15, 12, 10, 14, 8, 1, 7, 11, 6, 2, 4]","['Tech', 'Management Skills', 'HR', 'Sustainability', 'Economy', 'Music', 'Crypto', 'Marketing', 'Artificial Intelligence', 'Networking', 'Entrepreneurship', 'Finance and Investment', 'Business Management']"
179,180,floralópez@edem.es,Flora,López,female,18,BBA in Business Administration,2,"[15, 4, 9, 16, 5, 8, 13, 6, 11, 10]","['HR', 'Business Management', 'Sport', 'Employment', 'Tech', 'Crypto', 'Design', 'Entrepreneurship', 'Networking', 'Economy']"
180,181,cayetanoríos@edem.es,Cayetano,Ríos,male,19,BBA in Business Administration,4,"[13, 9, 15, 7, 3, 4, 10, 12, 5, 1]","['Design', 'Sport', 'HR', 'Artificial Intelligence', 'Management Skills', 'Business Management', 'Economy', 'Sustainability', 'Tech', 'Marketing']"
